,TYPEQU,CATEGORIE,LONGITUDE,LATITUDE
329,D503,Action sociale pour enfants en bas-âge,-0.258093091449535,44.775233915198
330,D503,Action sociale pour enfants en bas-âge,-0.588571957478572,44.8373839771975
331,D503,Action sociale pour enfants en bas-âge,-0.574850734667968,44.8603438551384
332,D503,Action sociale pour enfants en bas-âge,-0.576218729646375,44.8330095236778
333,D503,Action sociale pour enfants en bas-âge,-0.602404877363862,44.8676886279043
334,D503,Action sociale pour enfants en bas-âge,-0.593598609442904,44.8826864927837
335,D503,Action sociale pour enfants en bas-âge,-0.511728038590697,44.8922659753447
336,D503,Action sociale pour enfants en bas-âge,-0.520666981667815,44.8564089624668
337,D503,Action sociale pour enfants en bas-âge,-0.567016937053246,45.2265859644839
338,D503,Action sociale pour enfants en bas-âge,-0.626454984343297,44.8753622832314
339,D503,Action sociale pour enfants en bas-âge,-0.527417961081537,44.8305617043634
340,D503,Action sociale pour enfants en bas-âge,-0.617781898604569,44.7738006264872
341,D503,Action sociale pour enfants en bas-âge,-1.06272606437021,44.6207253703202
342,D503,Action sociale pour enfants en bas-âge,-0.680143506895661,44.8738949292506
343,D503,Action sociale pour enfants en bas-âge,-1.07359618622927,44.9790816952574
344,D503,Action sociale pour enfants en bas-âge,-0.248790767658398,44.5488375676485
345,D503,Action sociale pour enfants en bas-âge,-0.484745171326192,44.7870663002039
346,D503,Action sociale pour enfants en bas-âge,-0.242364682421216,44.9381524096009
347,D503,Action sociale pour enfants en bas-âge,-0.514085154797656,44.8717556027596
348,D503,Action sociale pour enfants en bas-âge,-0.779080968903852,44.8443662924535
349,D503,Action sociale pour enfants en bas-âge,-0.581512822314263,44.7128985752513
350,D503,Action sociale pour enfants en bas-âge,-0.651712792639881,44.8385227739627
351,D503,Action sociale pour enfants en bas-âge,-0.629334073201016,44.7954523957531
352,D503,Action sociale pour enfants en bas-âge,-0.0401233782841194,44.5877903410062
353,D503,Action sociale pour enfants en bas-âge,0.215933230053851,44.8397637163766
